,Year,League,City,Team,Owner,OverlappedOwnership,Wins,Ties,Losses,PlayoffWins,PlayoffLosses,DivisionRank,WonConference,WonLeague,PointsScoredPerGame,PointsScoredRank,PointsConcededPerGame,PointsConcededRank,Points,PlayoffTies,StadiumLatitude,StadiumLongitude,Allstars,OverlapNBA,OverlapNFL,OverlapNHL,OverlapMLB,OverlapMLS
4820,2021,MLB,Toronto,Blue Jays,Rogers Communications,0,91,0.0,71,0,0,4,0,0,5.222222222,3/30,4.092592593,8/30,,,28.003611111111100,-82.7863888888889,4.0,0,0,0,0,0
4821,2022,MLB,Toronto,Blue Jays,Rogers Communications,0,92,0.0,70,2,0,2,0,0,4.783950617,4/30,4.191358025,13/30,,,43.64138888888890,-79.38916666666670,6.0,0,0,0,0,0
4822,1980,MLB,Washington,Nationals,Charles Bronfman,0,90,0.0,72,0,0,2,0,0,4.283950617,13/26,3.882716049,3/26,,,45.558055555555600,-73.55194444444440,1.0,0,0,0,0,0
4823,1981,MLB,Washington,Nationals,Charles Bronfman,0,60,0.0,48,6,4,2,0,0,4.101851852,11/26,3.648148148,4/26,,,45.558055555555600,-73.55194444444440,3.0,0,0,0,0,0
4824,1982,MLB,Washington,Nationals,Charles Bronfman,0,86,0.0,76,0,0,3,0,0,4.302469136,11/26,3.802469136,3/26,,,45.558055555555600,-73.55194444444440,5.0,0,0,0,0,0
4825,1983,MLB,Washington,Nationals,Charles Bronfman,0,82,1.0,80,0,0,3,0,0,4.153374233,18/26,3.963190184,5/26,,,45.558055555555600,-73.55194444444440,5.0,0,0,0,0,0
4826,1984,MLB,Washington,Nationals,Charles Bronfman,0,78,0.0,83,0,0,5,0,0,3.683229814,25/26,3.633540373,2/26,,,45.558055555555600,-73.55194444444440,4.0,0,0,0,0,0
4827,1985,MLB,Washington,Nationals,Charles Bronfman,0,84,0.0,77,0,0,3,0,0,3.931677019,22/26,3.950310559,7/26,,,45.558055555555600,-73.55194444444440,3.0,0,0,0,0,0
4828,1986,MLB,Washington,Nationals,Charles Bronfman,0,78,0.0,83,0,0,4,0,0,3.956521739,23/26,4.273291925,8/26,,,45.558055555555600,-73.55194444444440,3.0,0,0,0,0,0
4829,1987,MLB,Washington,Nationals,Charles Bronfman,0,91,0.0,71,0,0,3,0,0,4.574074074,18/26,4.444444444,8/26,,,45.558055555555600,-73.55194444444440,3.0,0,0,0,0,0
4830,1988,MLB,Washington,Nationals,Charles Bronfman,0,81,1.0,81,0,0,3,0,0,3.852760736,20/26,3.63190184,4/26,,,45.558055555555600,-73.55194444444440,1.0,0,0,0,0,0
4831,1989,MLB,Washington,Nationals,Charles Bronfman,0,81,0.0,81,0,0,4,0,0,3.901234568,19/26,3.888888889,9/26,,,45.558055555555600,-73.55194444444440,2.0,0,0,0,0,0
4832,1990,MLB,Washington,Nationals,Charles Bronfman,0,85,0.0,77,0,0,3,0,0,4.086419753,21/26,3.691358025,3/26,,,45.558055555555600,-73.55194444444440,2.0,0,0,0,0,0
4833,1991,MLB,Washington,Nationals,Claude Brochu,0,71,0.0,90,0,0,6,0,0,3.596273292,25/26,4.068322981,10/26,,,45.558055555555600,-73.55194444444440,2.0,0,0,0,0,0
4834,1992,MLB,Washington,Nationals,Claude Brochu,0,87,0.0,75,0,0,2,0,0,4.0,16/26,3.586419753,2/26,,,45.558055555555600,-73.55194444444440,2.0,0,0,0,0,0
4835,1993,MLB,Washington,Nationals,Claude Brochu,0,94,1.0,68,0,0,2,0,0,4.490797546,16/28,4.18404908,6/28,,,45.558055555555600,-73.55194444444440,1.0,0,0,0,0,0
4836,1994,MLB,Washington,Nationals,Claude Brochu,0,74,0.0,40,0,0,1,0,0,5.131578947,10/28,3.98245614,2/28,,,45.558055555555600,-73.55194444444440,5.0,0,0,0,0,0
4837,1995,MLB,Washington,Nationals,Claude Brochu,0,66,0.0,78,0,0,5,0,0,4.3125,26/28,4.430555556,6/28,,,45.558055555555600,-73.55194444444440,1.0,0,0,0,0,0
4838,1996,MLB,Washington,Nationals,Claude Brochu,0,88,0.0,74,0,0,2,0,0,4.574074074,25/28,4.12345679,3/28,,,45.558055555555600,-73.55194444444440,3.0,0,0,0,0,0
4839,1997,MLB,Washington,Nationals,Claude Brochu,0,78,0.0,84,0,0,4,0,0,4.265432099,22/28,4.567901235,10/28,,,45.558055555555600,-73.55194444444440,1.0,0,0,0,0,0
4840,1998,MLB,Washington,Nationals,Claude Brochu,0,65,0.0,97,0,0,4,0,0,3.975308642,29/30,4.833333333,15/30,,,45.558055555555600,-73.55194444444440,1.0,0,0,0,0,0
4841,1999,MLB,Washington,Nationals,Jeffrey Loria,0,68,0.0,94,0,0,4,0,0,4.432098765,26/30,5.265432099,19/30,,,45.558055555555600,-73.55194444444440,1.0,0,0,0,0,0
4842,2000,MLB,Washington,Nationals,Jeffrey Loria,0,67,0.0,95,0,0,4,0,0,4.555555556,26/30,5.567901235,24/30,,,45.558055555555600,-73.55194444444440,2.0,0,0,0,0,0
4843,2001,MLB,Washington,Nationals,Jeffrey Loria,0,68,0.0,94,0,0,5,0,0,4.135802469,28/30,5.012345679,20/30,,,45.558055555555600,-73.55194444444440,1.0,0,0,0,0,0
4844,2002,MLB,Washington,Nationals,Major League Baseball,0,83,0.0,79,0,0,2,0,0,4.537037037,17/30,4.432098765,14/30,,,45.558055555555600,-73.55194444444440,2.0,0,0,0,0,0
4845,2003,MLB,Washington,Nationals,Major League Baseball,0,83,0.0,79,0,0,4,0,0,4.388888889,24/30,4.419753086,12/30,,,45.558055555555600,-73.55194444444440,1.0,0,0,0,0,0
4846,2004,MLB,Washington,Nationals,Major League Baseball,0,67,0.0,95,0,0,5,0,0,3.919753086,29/30,4.74691358,15/30,,,45.558055555555600,-73.55194444444440,1.0,0,0,0,0,0
4847,2005,MLB,Washington,Nationals,Major League Baseball,0,81,0.0,81,0,0,5,0,0,3.944444444,30/30,4.154320988,9/30,,,38.89,-76.97194444444450,2.0,0,0,0,0,0
4848,2006,MLB,Washington,Nationals,Theodore Lerner,0,71,0.0,91,0,0,5,0,0,4.604938272,24/30,5.382716049,28/30,,,38.89,-76.97194444444450,1.0,0,0,0,0,0
4849,2007,MLB,Washington,Nationals,Theodore Lerner,0,73,0.0,89,0,0,4,0,0,4.154320988,30/30,4.833333333,18/30,,,38.89,-76.97194444444450,1.0,0,0,0,0,0
4850,2008,MLB,Washington,Nationals,Theodore Lerner,0,59,0.0,102,0,0,5,0,0,3.98136646,28/30,5.124223602,26/30,,,38.87277777777780,-77.0075,1.0,0,0,0,0,0
4851,2009,MLB,Washington,Nationals,Theodore Lerner,0,59,0.0,103,0,0,5,0,0,4.382716049,22/30,5.395061728,29/30,,,38.87277777777780,-77.0075,1.0,0,0,0,0,0
4852,2010,MLB,Washington,Nationals,Theodore Lerner,0,69,0.0,93,0,0,5,0,0,4.043209877,25/30,4.580246914,21/30,,,38.87277777777780,-77.0075,1.0,0,0,0,0,0
4853,2011,MLB,Washington,Nationals,Theodore Lerner,0,80,0.0,81,0,0,3,0,0,3.875776398,23/30,3.99378882,9/30,,,38.87277777777780,-77.0075,1.0,0,0,0,0,0
4854,2012,MLB,Washington,Nationals,Theodore Lerner,0,98,0.0,64,3,2,1,0,0,4.512345679,10/30,3.666666667,3/30,,,38.87277777777780,-77.0075,4.0,0,0,0,0,0
4855,2013,MLB,Washington,Nationals,Theodore Lerner,0,86,0.0,76,0,0,2,0,0,4.049382716,15/30,3.864197531,9/30,,,38.87277777777780,-77.0075,2.0,0,0,0,0,0
4856,2014,MLB,Washington,Nationals,Theodore Lerner,0,96,0.0,66,3,1,1,0,0,4.234567901,9/30,3.425925926,2/1,,,38.87277777777780,-77.0075,2.0,0,0,0,0,0
4857,2015,MLB,Washington,Nationals,Theodore Lerner,0,83,0.0,79,0,0,2,0,0,4.339506173,10/30,3.919753086,8/30,,,38.87277777777780,-77.0075,2.0,0,0,0,0,0
4858,2016,MLB,Washington,Nationals,Theodore Lerner,0,95,0.0,67,3,2,1,0,0,4.709876543,8/30,3.777777778,2/1,,,38.87277777777780,-77.0075,5.0,0,0,0,0,0
4859,2017,MLB,Washington,Nationals,Theodore Lerner,0,97,0.0,65,3,2,1,0,0,5.055555556,5/30,4.148148148,6/30,,,38.87277777777780,-77.0075,5.0,0,0,0,0,0
4860,2018,MLB,Washington,Nationals,Theodore Lerner,0,82,0.0,80,0,0,2,0,0,4.759259259,8/30,4.209876543,12/30,,,38.87277777777780,-77.0075,3.0,0,0,0,0,0
4861,2019,MLB,Washington,Nationals,Theodore Lerner,0,93,0.0,69,12,5,2,1,1,5.388888889,6/30,4.469135802,9/30,,,38.87277777777780,-77.0075,2.0,0,0,0,0,0
4862,2020,MLB,Washington,Nationals,Theodore Lerner,0,26,0.0,34,0,0,5,0,0,4.883333333,10/30,5.016666667,20/30,,,38.87277777777780,-77.0075,0.0,0,0,0,0,0
4863,2021,MLB,Washington,Nationals,Theodore Lerner,0,65,0.0,97,0,0,5,0,0,4.469135802,16/30,5.061728395,25/30,,,38.87277777777780,-77.0075,4.0,0,0,0,0,0
4864,2022,MLB,Washington,Nationals,Theodore Lerner,0,55,0.0,107,0,0,5,0,0,3.722222222,26/30,5.277777778,29/30,,,38.87277777777780,-77.0075,1.0,0,0,0,0,0
4865,2021,MLS,Austin,FC,Anthony Precourt,0,9,4.0,21,0,0,24,0,0,1.03,26/26,1.65,23/26,31.0,0.0,30.388333333333300,-97.71972222222220,0.0,0,0,0,0,0
4866,2022,MLS,Austin,FC,Anthony Precourt,0,16,8.0,10,1,1,4,0,0,1.91,3/28,1.44,11/28,56.0,1.0,30.388333333333300,-97.71972222222220,1.0,0,0,0,0,0
4867,2017,MLS,Atlanta,United,Arthur Blank,1,15,10.0,9,0,0,4,0,0,2.06,2/22,1.18,4/22,55.0,1.0,33.7725,-84.39277777777780,3.0,0,1,0,0,0
4868,2018,MLS,Atlanta,United,Arthur Blank,1,21,6.0,7,4,1,2,1,1,2.06,1/22,1.29,4/22,69.0,0.0,33.75555555555560,-84.4,5.0,0,1,0,0,0
4869,2019,MLS,Atlanta,United,Arthur Blank,1,18,4.0,12,2,1,3,0,0,1.71,6/24,1.26,5/24,58.0,0.0,33.75555555555560,-84.4,5.0,0,1,0,0,0
4870,2020,MLS,Atlanta,United,Arthur Blank,1,6,4.0,13,0,0,21,0,0,1.0,25/26,1.3,12/26,22.0,0.0,33.75555555555560,-84.4,,0,1,0,0,0
4871,2021,MLS,Atlanta,United,Arthur Blank,1,13,12.0,9,0,1,9,0,0,1.32,18/26,1.09,7/26,51.0,0.0,33.75555555555560,-84.4,2.0,0,1,0,0,0
4872,2022,MLS,Atlanta,United,Arthur Blank,1,10,10.0,14,0,0,22,0,0,1.41,15/28,1.59,19/28,40.0,0.0,33.75555555555560,-84.4,0.0,0,1,0,0,0
4873,2022,MLS,Charlotte,FC,David Tepper,1,13,3.0,18,0,0,20,0,0,1.29,22/28,1.53,16/28,42.0,0.0,35.225833333333300,-80.85277777777780,0.0,0,1,0,0,0
4874,1998,MLS,Chicago,Fire,Anschultz Entertainment Group,1,22,,12,3,0,3,1,1,1.94,5/10,1.41,2/10,56.0,2.0,41.86222222222220,-87.61666666666670,4.0,0,0,1,0,1
4875,1999,MLS,Chicago,Fire,Anschultz Entertainment Group,1,21,,14,1,2,4,0,0,1.59,3/10,1.13,3/10,48.0,0.0,41.86222222222220,-87.61666666666670,5.0,1,0,1,0,1
4876,2000,MLS,Chicago,Fire,Anschultz Entertainment Group,1,17,6.0,9,4,3,2,1,0,2.09,1/10,1.59,5/10,57.0,0.0,41.86222222222220,-87.61666666666670,3.0,1,0,1,0,1
4877,2001,MLS,Chicago,Fire,Anschultz Entertainment Group,1,16,5.0,6,2,2,2,0,0,1.85,4/10,1.11,1/10,53.0,2.0,41.86222222222220,-87.61666666666670,5.0,1,0,1,0,1
4878,2002,MLS,Chicago,Fire,Anschultz Entertainment Group,1,11,4.0,13,1,2,7,0,0,1.54,7/10,1.36,3/10,37.0,0.0,41.86222222222220,-87.61666666666670,2.0,1,0,1,0,1
4879,2003,MLS,Chicago,Fire,Anschultz Entertainment Group,1,15,8.0,7,3,1,1,1,0,1.77,2/10,1.43,5/10,53.0,0.0,41.86222222222220,-87.61666666666670,0.0,1,0,1,0,1
4880,2004,MLS,Chicago,Fire,Anschultz Entertainment Group,1,8,9.0,13,0,0,10,0,0,1.2,8/10,1.47,8/10,33.0,0.0,41.86222222222220,-87.61666666666670,3.0,1,0,1,0,1
4881,2005,MLS,Chicago,Fire,Anschultz Entertainment Group,1,15,4.0,13,1,1,4,0,0,1.53,7/11,1.56,10/11,49.0,1.0,41.86222222222220,-87.61666666666670,1.0,1,0,1,0,1
4882,2006,MLS,Chicago,Fire,Anschultz Entertainment Group,1,13,8.0,11,1,1,4,0,0,1.34,6/11,1.28,5/11,47.0,0.0,41.764722222222200,-87.80611111111110,0.0,1,0,1,0,1
4883,2007,MLS,Chicago,Fire,Andrew Hauptman,0,10,10.0,10,1,1,7,0,0,1.03,10/12,1.2,4/12,40.0,1.0,41.764722222222200,-87.80611111111110,1.0,0,0,0,0,0
4884,2008,MLS,Chicago,Fire,Andrew Hauptman,0,13,7.0,10,1,1,3,0,0,1.47,6/13,1.1,2/13,46.0,1.0,41.764722222222200,-87.80611111111110,1.0,0,0,0,0,0
4885,2009,MLS,Chicago,Fire,Andrew Hauptman,0,11,12.0,7,1,1,5,0,0,1.3,7/14,1.13,5/14,45.0,1.0,41.764722222222200,-87.80611111111110,1.0,0,0,0,0,0
4886,2010,MLS,Chicago,Fire,Andrew Hauptman,0,9,9.0,12,0,0,10,0,0,1.23,9/15,1.27,10/15,36.0,0.0,41.764722222222200,-87.80611111111110,2.0,0,0,0,0,0
4887,2011,MLS,Chicago,Fire,Andrew Hauptman,0,9,16.0,9,0,0,11,0,0,1.35,6/17,1.32,11/17,43.0,0.0,41.764722222222200,-87.80611111111110,0.0,0,0,0,0,0
4888,2012,MLS,Chicago,Fire,Andrew Hauptman,0,17,6.0,11,0,1,6,0,0,1.35,8/18,1.21,4/18,57.0,0.0,41.764722222222200,-87.80611111111110,1.0,0,0,0,0,0
4889,2013,MLS,Chicago,Fire,Andrew Hauptman,0,14,7.0,13,0,0,12,0,0,1.38,10/18,1.53,16/18,49.0,0.0,41.764722222222200,-87.80611111111110,1.0,0,0,0,0,0
4890,2014,MLS,Chicago,Fire,Andrew Hauptman,0,6,18.0,10,0,0,15,0,0,1.21,15/18,1.5,12/18,36.0,0.0,41.764722222222200,-87.80611111111110,0.0,0,0,0,0,0
4891,2015,MLS,Chicago,Fire,Andrew Hauptman,0,8,6.0,20,0,0,20,0,0,1.26,14/20,1.71,18/20,30.0,0.0,41.764722222222200,-87.80611111111110,0.0,0,0,0,0,0
4892,2016,MLS,Chicago,Fire,Andrew Hauptman,0,7,10.0,17,0,0,20,0,0,1.24,17/20,1.71,18/20,31.0,0.0,41.764722222222200,-87.80611111111110,1.0,0,0,0,0,0
4893,2017,MLS,Chicago,Fire,Andrew Hauptman,0,16,7.0,11,0,1,3,0,0,1.79,3/22,1.38,7/22,55.0,0.0,41.764722222222200,-87.80611111111110,4.0,0,0,0,0,0
4894,2018,MLS,Chicago,Fire,Andrew Hauptman,0,8,8.0,18,0,0,20,0,0,1.41,19/22,1.79,15/22,32.0,0.0,41.764722222222200,-87.80611111111110,0.0,0,0,0,0,0
4895,2019,MLS,Chicago,Fire,Andrew Hauptman,0,10,12.0,12,0,0,17,0,0,1.62,8/24,1.38,8/24,42.0,0.0,41.764722222222200,-87.80611111111110,1.0,0,0,0,0,0
4896,2020,MLS,Chicago,Fire,Andrew Hauptman,0,5,8.0,10,0,0,20,0,0,1.43,14/26,1.7,19/26,23.0,0.0,41.86222222222220,-87.61666666666670,,0,0,0,0,0
4897,2021,MLS,Chicago,Fire,Andrew Hauptman,0,9,7.0,18,0,0,22,0,0,1.06,25/26,1.59,18/26,34.0,0.0,41.86222222222220,-87.61666666666670,0.0,0,0,0,0,0
4898,2022,MLS,Chicago,Fire,Andrew Hauptman,0,10,9.0,15,0,0,24,0,0,1.15,27/28,1.41,10/28,39.0,0.0,41.86222222222220,-87.61666666666670,0.0,0,0,0,0,0
4899,1996,MLS,Colorado,Rapids,Anschultz Entertainment Group,1,13,,21,0,0,10,0,0,1.38,8/9,1.84,7/9,29.0,0.0,39.74611111111110,-105.02166666666700,0.0,0,0,1,0,0
4900,1997,MLS,Colorado,Rapids,Anschultz Entertainment Group,1,16,,18,4,1,7,1,0,1.56,6/9,1.84,8/9,38.0,0.0,39.74611111111110,-105.02166666666700,2.0,0,0,1,0,1
4901,1998,MLS,Colorado,Rapids,Anschultz Entertainment Group,1,18,,16,0,1,5,0,0,1.94,5/10,2.16,10/10,44.0,1.0,39.74611111111110,-105.02166666666700,4.0,0,0,1,0,1
4902,1999,MLS,Colorado,Rapids,Anschultz Entertainment Group,1,26,,12,0,2,5,0,0,1.19,8/10,1.22,4/10,48.0,0.0,39.74611111111110,-105.02166666666700,3.0,1,0,1,0,1
4903,2000,MLS,Colorado,Rapids,Anschultz Entertainment Group,1,13,4.0,15,0,2,8,0,0,1.34,9/10,1.84,9/10,43.0,1.0,39.74611111111110,-105.02166666666700,1.0,1,0,1,0,1
4904,2001,MLS,Colorado,Rapids,Anschultz Entertainment Group,1,5,8.0,13,0,0,11,0,0,1.38,8/10,1.81,6/10,23.0,0.0,39.74611111111110,-105.02166666666700,2.0,1,0,1,0,1
4905,2002,MLS,Colorado,Rapids,Anschultz Entertainment Group,1,13,4.0,11,2,3,4,0,0,1.54,7/10,1.71,9/10,43.0,0.0,39.74388888888890,-105.02,5.0,1,0,1,0,1
4906,2003,MLS,Colorado,Rapids,Kroenke Sports and Entertainment,1,11,7.0,12,0,1,6,0,0,1.33,7/10,1.5,8/10,40.0,1.0,39.74388888888890,-105.02,0.0,1,1,1,0,0
4907,2004,MLS,Colorado,Rapids,Kroenke Sports and Entertainment,1,10,11.0,9,1,1,5,0,0,0.97,10/10,1.07,2/10,41.0,0.0,39.74388888888890,-105.02,1.0,1,1,1,0,0
4908,2005,MLS,Colorado,Rapids,Kroenke Sports and Entertainment,1,13,6.0,13,0,1,7,0,0,1.25,9/11,1.16,2/11,45.0,2.0,39.74388888888890,-105.02,1.0,1,1,1,0,0
4909,2006,MLS,Colorado,Rapids,Kroenke Sports and Entertainment,1,11,8.0,13,1,2,7,0,0,1.13,10/11,1.53,10/11,41.0,0.0,39.74388888888890,-105.02,1.0,1,1,1,0,0
4910,2007,MLS,Colorado,Rapids,Kroenke Sports and Entertainment,1,9,8.0,13,0,0,10,0,0,0.97,11/12,1.13,2/12,35.0,0.0,39.80555555555560,-104.89194444444400,1.0,1,1,1,0,0
4911,2008,MLS,Colorado,Rapids,Kroenke Sports and Entertainment,1,11,5.0,14,0,0,9,0,0,1.47,6/13,1.5,10/13,38.0,0.0,39.80555555555560,-104.89194444444400,2.0,1,1,1,0,0
4912,2009,MLS,Colorado,Rapids,Kroenke Sports and Entertainment,1,10,10.0,10,0,0,9,0,0,1.4,4/14,1.27,8/14,40.0,0.0,39.80555555555560,-104.89194444444400,1.0,1,1,1,0,0
4913,2010,MLS,Colorado,Rapids,Kroenke Sports and Entertainment,1,12,10.0,8,3,1,7,1,1,1.47,3/15,1.07,5/15,46.0,0.0,39.80555555555560,-104.89194444444400,1.0,1,1,1,0,0
4914,2011,MLS,Colorado,Rapids,Kroenke Sports and Entertainment,1,12,13.0,9,1,2,6,0,0,1.29,10/17,1.21,7/17,49.0,0.0,39.80555555555560,-104.89194444444400,1.0,1,1,1,0,0
4915,2012,MLS,Colorado,Rapids,Kroenke Sports and Entertainment,1,11,4.0,19,0,0,14,0,0,1.29,11/18,1.47,15/18,37.0,0.0,39.80555555555560,-104.89194444444400,0.0,1,1,1,0,0
4916,2013,MLS,Colorado,Rapids,Kroenke Sports and Entertainment,1,14,9.0,11,0,1,8,0,0,1.32,11/18,1.12,3/18,51.0,0.0,39.80555555555560,-104.89194444444400,0.0,1,1,1,0,0
4917,2014,MLS,Colorado,Rapids,Kroenke Sports and Entertainment,1,8,8.0,18,0,0,17,0,0,1.26,13/18,1.82,18/18,32.0,0.0,39.80555555555560,-104.89194444444400,0.0,1,1,1,0,0
4918,2015,MLS,Colorado,Rapids,Kroenke Sports and Entertainment,1,9,10.0,15,0,0,19,0,0,0.97,20/20,1.26,6/20,37.0,0.0,39.80555555555560,-104.89194444444400,3.0,1,1,1,0,0
4919,2016,MLS,Colorado,Rapids,Kroenke Sports and Entertainment,1,15,13.0,6,1,3,2,0,0,1.15,19/20,0.94,1/20,58.0,0.0,39.80555555555560,-104.89194444444400,1.0,1,1,1,0,0
4920,2017,MLS,Colorado,Rapids,Kroenke Sports and Entertainment,1,9,6.0,19,0,0,20,0,0,0.91,22/22,1.5,14/22,33.0,0.0,39.80555555555560,-104.89194444444400,1.0,1,1,1,0,0
4921,2018,MLS,Colorado,Rapids,Kroenke Sports and Entertainment,1,8,7.0,19,0,0,21,0,0,1.06,22/22,1.85,16/22,31.0,0.0,39.80555555555560,-104.89194444444400,0.0,1,1,1,0,0
4922,2019,MLS,Colorado,Rapids,Kroenke Sports and Entertainment,1,12,6.0,16,0,0,16,0,0,1.71,6/24,1.85,22/24,42.0,0.0,39.80555555555560,-104.89194444444400,0.0,1,1,1,0,0
4923,2020,MLS,Colorado,Rapids,Kroenke Sports and Entertainment,1,8,4.0,6,0,1,16,0,0,1.78,6/26,1.56,16/26,28.0,0.0,39.80555555555560,-104.89194444444400,,1,1,1,0,0
4924,2021,MLS,Colorado,Rapids,Kroenke Sports and Entertainment,1,17,10.0,7,0,1,2,0,0,1.5,9/26,1.03,4/26,61.0,0.0,39.80555555555560,-104.89194444444400,0.0,1,1,1,0,0
4925,2022,MLS,Colorado,Rapids,Kroenke Sports and Entertainment,1,11,10.0,13,0,0,17,0,0,1.35,20/28,1.68,24/28,43.0,0.0,39.80555555555560,-104.89194444444400,0.0,1,1,1,0,0
4926,1996,MLS,Columbus,Crew,Lamar Hunt,1,19,,17,1,2,8,0,0,1.84,4/9,1.88,8/9,37.0,0.0,40.001666666666700,-83.01972222222220,2.0,0,1,0,0,1
4927,1997,MLS,Columbus,Crew,Lamar Hunt,1,18,,17,2,2,6,0,0,1.31,8/9,1.28,1/9,39.0,0.0,40.001666666666700,-83.01972222222220,2.0,0,1,0,0,1
4928,1998,MLS,Columbus,Crew,Lamar Hunt,1,15,,17,2,2,4,0,0,2.09,3/10,1.75,5/10,45.0,1.0,40.001666666666700,-83.01972222222220,3.0,0,1,0,0,1
4929,1999,MLS,Columbus,Crew,Lamar Hunt,1,25,,13,3,2,6,0,0,1.5,6/10,1.22,4/10,45.0,0.0,40.00944444444450,-82.99111111111110,4.0,0,1,0,0,1
4930,2000,MLS,Columbus,Crew,Lamar Hunt,1,11,5.0,16,0,0,10,0,0,1.5,4/10,1.81,8/10,38.0,0.0,40.00944444444450,-82.99111111111110,3.0,0,1,0,0,1
4931,2001,MLS,Columbus,Crew,Lamar Hunt,1,13,6.0,7,0,2,4,0,0,1.88,2/10,1.38,4/10,45.0,0.0,40.00944444444450,-82.99111111111110,3.0,0,1,0,0,1
4932,2002,MLS,Columbus,Crew,Lamar Hunt,1,11,5.0,12,2,1,6,0,0,1.57,5/10,1.54,5/10,38.0,2.0,40.00944444444450,-82.99111111111110,3.0,0,1,0,0,1
4933,2003,MLS,Columbus,Crew,Lamar Hunt,1,10,8.0,12,0,0,8,0,0,1.47,5/10,1.47,6/10,38.0,0.0,40.00944444444450,-82.99111111111110,0.0,0,1,0,0,1
4934,2004,MLS,Columbus,Crew,Lamar Hunt,1,12,13.0,5,0,1,1,0,0,1.33,6/10,1.07,2/10,49.0,1.0,40.00944444444450,-82.99111111111110,3.0,0,1,0,0,1
4935,2005,MLS,Columbus,Crew,Lamar Hunt,1,11,5.0,16,0,0,10,0,0,1.06,10/11,1.41,7/11,38.0,0.0,40.00944444444450,-82.99111111111110,1.0,0,1,0,0,1
4936,2006,MLS,Columbus,Crew,Clark Hunt,1,8,9.0,15,0,0,12,0,0,0.94,11/11,1.31,7/11,33.0,0.0,40.00944444444450,-82.99111111111110,0.0,0,1,0,0,1
4937,2007,MLS,Columbus,Crew,Clark Hunt,1,9,10.0,11,0,0,9,0,0,1.3,6/12,1.47,6/12,37.0,0.0,40.00944444444450,-82.99111111111110,1.0,0,1,0,0,1
4938,2008,MLS,Columbus,Crew,Clark Hunt,1,17,6.0,7,3,0,1,1,1,1.67,2/13,1.2,3/13,57.0,1.0,40.00944444444450,-82.99111111111110,1.0,0,1,0,0,1
4939,2009,MLS,Columbus,Crew,Clark Hunt,1,13,10.0,7,0,2,1,0,0,1.37,5/14,1.03,3/14,49.0,0.0,40.00944444444450,-82.99111111111110,1.0,0,1,0,0,1
4940,2010,MLS,Columbus,Crew,Clark Hunt,1,14,8.0,8,1,1,5,0,0,1.33,6/15,1.13,7/15,50.0,0.0,40.00944444444450,-82.99111111111110,2.0,0,1,0,0,1
4941,2011,MLS,Columbus,Crew,Clark Hunt,1,13,8.0,13,0,1,9,0,0,1.26,11/17,1.29,9/17,47.0,0.0,40.00944444444450,-82.99111111111110,0.0,0,1,0,0,1
4942,2012,MLS,Columbus,Crew,Clark Hunt,1,15,7.0,12,0,0,10,0,0,1.29,11/18,1.29,9/18,52.0,0.0,40.00944444444450,-82.99111111111110,0.0,0,1,0,0,1
4943,2013,MLS,Columbus,Crew,Anthony Precourt,0,12,5.0,17,0,0,16,0,0,1.24,14/18,1.35,13/18,41.0,0.0,40.00944444444450,-82.99111111111110,0.0,0,0,0,0,0
4944,2014,MLS,Columbus,Crew,Anthony Precourt,0,14,10.0,10,0,2,7,0,0,1.53,8/18,1.24,6/18,52.0,0.0,40.00944444444450,-82.99111111111110,1.0,0,0,0,0,0
4945,2015,MLS,Columbus,Crew,Anthony Precourt,0,15,8.0,11,2,3,4,1,0,1.71,3/20,1.56,15/20,53.0,0.0,40.00944444444450,-82.99111111111110,3.0,0,0,0,0,0
4946,2016,MLS,Columbus,Crew,Anthony Precourt,0,8,12.0,14,0,0,18,0,0,1.47,9/20,1.71,18/20,36.0,0.0,40.00944444444450,-82.99111111111110,1.0,0,0,0,0,0
4947,2017,MLS,Columbus,Crew,Anthony Precourt,0,16,6.0,12,1,2,5,0,0,1.56,9/22,1.44,11/22,54.0,2.0,40.00944444444450,-82.99111111111110,0.0,0,0,0,0,0
4948,2018,MLS,Columbus,Crew,Anthony Precourt,0,14,9.0,11,1,1,10,0,0,1.26,21/23,1.32,6/23,51.0,1.0,40.00944444444450,-82.99111111111110,1.0,0,0,0,0,0
4949,2019,MLS,Columbus,Crew,"Dee Haslam, Jimmy Haslam, JW Johnson, Pete Edwards",1,10,8.0,16,0,0,20,0,0,1.15,22/24,1.38,8/24,38.0,0.0,40.00944444444450,-82.99111111111110,0.0,0,1,0,0,0
4950,2020,MLS,Columbus,Crew,"Dee Haslam, Jimmy Haslam, JW Johnson, Pete Edwards",1,12,5.0,6,4,0,3,1,1,1.57,10/26,0.91,2/26,41.0,1.0,40.00944444444450,-82.99111111111110,,0,1,0,0,0
4951,2021,MLS,Columbus,Crew,"Dee Haslam, Jimmy Haslam, JW Johnson, Pete Edwards",1,13,8.0,13,0,0,17,0,0,1.35,16/26,1.32,12/26,47.0,0.0,40.00944444444450,-82.99111111111110,1.0,0,1,0,0,0
4952,2022,MLS,Columbus,Crew,"Dee Haslam, Jimmy Haslam, JW Johnson, Pete Edwards",1,10,16.0,8,0,0,15,0,0,1.35,20/28,1.21,4/28,46.0,0.0,39.96846111111110,-83.01708888888890,1.0,0,1,0,0,0
